Pionerlager’ Zhemchuzhina	id=g:870499
Prud Nizhniy	id=g:873140
Abley	id=g:873141
Visim	id=g:873142
Listvyanka	id=g:873143
Smorodinka	id=g:873144
Ivanovka	id=g:873145
Bobrovka	id=g:873146
Gryaznushka	id=g:873147
Sisimka	id=g:873148
Chërnaya	id=g:873149
Chauzh	id=g:873150
Kanava	id=g:873151
Vyya	id=g:873152
Belaya Vyya	id=g:873153
Poludenka	id=g:873154
Urochishche Severskiye Vyruba	id=g:873155
Olenevka	id=g:873156
Betevka	id=g:873157
Brazhnaya	id=g:873158
Malaya Ashka	id=g:873159
Omutnaya	id=g:873160
Utkinskoye Boloto	id=g:873161
Zyryanka	id=g:873162
Gora Vysokaya Yekva	id=g:873163
Gora Severskaya	id=g:873164
Gora Olenevka	id=g:873165
Gora Sukova	id=g:873166
Gora Kamenka	id=g:873167
Gora Verkhnyaya Vyya	id=g:873168
Ostanovochnyy Punkt Baklushina	id=g:873169
Gora Bol’shaya Baklushina	id=g:873170
Pereval Sinyaya Gora	id=g:873171
Pereval Bol’shoy Ural	id=g:873172
Pereval Karas’i Gory	id=g:873173
Karas’i Gory	id=g:873174
Gora Lipovaya	id=g:873175
Gora Prikazchitsa	id=g:873176
Gory Kerkina	id=g:873177
Gora Yelevaya	id=g:873178
Gora German	id=g:873179
Gora Ol’khovaya	id=g:873180
Gora Krasnyy Stolb	id=g:873181
Gora Vakhromikha	id=g:873182
Gora Negasimaya	id=g:873183
Gora Dolgaya	id=g:873184
Ostanovochnyy Punkt Cheremshanka	id=g:873185
Ostanovochnyy Punkt Kanava	id=g:873186
Ostanovochnyy Punkt Chernoistochinsk	id=g:873187
Ostanovochnyy Punkt Antonovskaya	id=g:873188
Yevstyunikha	id=g:873189
Peschanyy Kar’yer	id=g:873190
Ostanovochnyy Punkt 353 km	id=g:873191
Gora Tuytyube	id=g:873192
Gora Kubiyasskaya	id=g:873193
Khrebet Avalyak	id=g:873194
Khrebet Yagodnyy	id=g:873195
Ostanovochnyy Punkt Gorbunovo	id=g:873196
Khrebet Uraltau	id=g:873197
Berëzovyy Kordon	id=g:873198
Bol’shaya Tustu	id=g:873199
Gora Khasamtush	id=g:873200
Kara	id=g:873201
Priisk Pushkinskiy	id=g:873202
Gora Ustubiik	id=g:873203
Gora Yantykbash	id=g:873204
Gadel’shino	id=g:873205
Gora Tashkiyatau	id=g:873206
Detskiy Lager’ Chayka	id=g:873207
Gora Pean-Tuba	id=g:873208
Gora Mikagir	id=g:873209
Gora Kubyak	id=g:873210
Gora Ukozya	id=g:873211
Kyzyl’yar	id=g:873212
Gora Sakmuil	id=g:873213
Gora Birsinskaya	id=g:873214
Gora Atsapkan	id=g:873215
Gora Karkastu	id=g:873216
Kandy-Bulak	id=g:873217
Gora Kunyaktau	id=g:873218
Oktyabr’sk	id=g:873219
Gora Tashtyktau	id=g:873220
Gora Birnau	id=g:873221
Gora Golaya	id=g:873222
Gora Bigil’da	id=g:873223
Gora Diafrantau	id=g:873224
Detskiy Lager’ Zor’ka	id=g:873225
Gora Kalkan	id=g:873226
Ostanovochnyy Punkt Teplovaya	id=g:873227
Gora Tashtbiik	id=g:873228
Dom Otdykha Kirovgradskiy	id=g:873229
Gora Yantul	id=g:873230
Kalyntash	id=g:873231
Gora Tabandy	id=g:873232
Gora Baksanova	id=g:873233
Gora Spytkova	id=g:873234
Gora Urlyadinskaya	id=g:873235
Gora Utanktash	id=g:873236
Stantsiya Kombinatskaya	id=g:873237
Gora Olatau	id=g:873238
Ozero Chubtekul’	id=g:873239
Kashi	id=g:873240
Gora Kuzibil’	id=g:873241
Gora Gafartush	id=g:873242
Gora Zigan”argazy	id=g:873243
Stantsiya Uchaly	id=g:873244
Stantsiya Mezhozërnyy	id=g:873245
Gora Yalshanskaya	id=g:873246
Tanychau	id=g:873247
Gora Yerykly	id=g:873248
Ostanovochnyy Punkt 87 km	id=g:873249
Gora Aratau	id=g:873250
Khrebet Irendyk	id=g:873251
Stantsiya Shartymka	id=g:873252
Gora Kalmakar	id=g:873253
Gora Asansufa	id=g:873254
Yerekly	id=g:873255
Tanynchau	id=g:873256
Aykreyelga	id=g:873257
Kordon Urlyadinskiy	id=g:873258
Urochishche Karagayskiy Bor	id=g:873259
Gora Karagastube	id=g:873260
Buydy	id=g:873261
Tashmuryn	id=g:873262
Gora Lashbay	id=g:873263
Yam’yelga	id=g:873264
Gora Akhuntau	id=g:873265
Khrebet Byzylkai	id=g:873266
Khrebet Malyy Irendyk	id=g:873267
Ostanovochnyy Punkt 64 km	id=g:873268
Gora Shartymka	id=g:873269
Gora Kamatal	id=g:873270
Malyy Aygyr	id=g:873271
Gora Pchëlka	id=g:873272
Ozero Kushkul’	id=g:873273
Kordon Mokhovskoy	id=g:873274
Ozero Mokhovoye	id=g:873275
Kordon Smirnovskiy	id=g:873276
Gora Aktube	id=g:873277
Kordon Fominskiy	id=g:873278
Khrebet Ozungur	id=g:873279
Stantsiya Kuramino	id=g:873280
Pichuginskiy	id=g:873281
Gora Mayak	id=g:873282
Ozero Voroninskoye	id=g:873283
Gora Sëmkina	id=g:873284
Kordon Kidyshevskiy	id=g:873285
Gora Dubrovnaya	id=g:873286
Gora Krylova	id=g:873287
Kordon Glazunovskiy	id=g:873288
Gora Chebarty	id=g:873289
Gora Shchelkandy	id=g:873290
Gora Dolgaya	id=g:873291
Gora Sopka	id=g:873292
Kamorza	id=g:873343
Gora Malkova	id=g:873344
Berëzovka	id=g:873345
Gora Mysovaya	id=g:873346
Kidyshevskiy	id=g:873347
Krutoy Log	id=g:873348
Yarinka	id=g:873349
Ol’khovka	id=g:873350
Bilimbayevka	id=g:873351
Severnyy Baryshan	id=g:873354
Urochishche Bol’shoy Berezyak	id=g:873357
Khrebet Nurgush	id=g:873358
Gora Bol’shaya Kalagaza	id=g:873359
Kordon Sibirka	id=g:873360
Karelka	id=g:873361
Tëplyy	id=g:873362
Urochishche Yelovoye	id=g:873365
Skala Yershik	id=g:873366
Khrebet Moskal’	id=g:873367
Skala Tyurik	id=g:873368
Skala Shchelevatyy Kamen’	id=g:873369
Skala Peshchernyy Kamen’	id=g:873370
Skala Pegushin Kamen’	id=g:873371
Khrebet Gora Malinovaya	id=g:873372
Bol’shoy Berezyak	id=g:873373
Malyy Berezyak	id=g:873374
Kordon Sharovskiy	id=g:873375
Khrebet Zyuratkul’	id=g:873376
Gora Lukash	id=g:873379
Gora Yelavda	id=g:873381
Yurak	id=g:873388
Gora Verkhov’ye Kuvasha	id=g:873391
Gora Sunduki	id=g:873392
Gora Nazhim	id=g:873401
Gora Zengur	id=g:873402
Gora Karaul’naya	id=g:873403
Gora Vysokaya	id=g:873405
Ozero Plotinka	id=g:873409
Khrebet Alabiya	id=g:873421
Vesëlovka	id=g:873422
Khrebet Zvezdin	id=g:873423
Gora Bol’shoy Ural	id=g:873424
Nizhnyaya Iremel’	id=g:873425
Yumoza	id=g:873427
Gora Uytash	id=g:873429
Ozero Karagaykul’	id=g:873430
Kazhayevo	id=g:873432
Yal’chigulovo	id=g:873433
Khrebet Nurali	id=g:873434
Khrebet Kumach	id=g:873435
Gornyy	id=g:873437
Ozero Draga	id=g:873439
Krasnyy	id=g:873440
Stantsiya Altyn-Tash	id=g:873441
Palatovka	id=g:873442
Verkhne-Iremel’skoye Vodokhranilishche	id=g:873443
Yelenin	id=g:873444
Gora Kruglaya	id=g:873445
Aleksandrovka	id=g:873446
Orlovka	id=g:873447
Alekseyevka	id=g:873448
Berëzovka	id=g:873449
Sukhaya Palatovka	id=g:873450
Bugor Shikhanovskiy	id=g:873451
Ostanovochnyy Punkt 17 km	id=g:873452
Balka Tresvyanka	id=g:873453
Stantsiya Ustinovo	id=g:873454
Ostanovochnyy Punkt 35 km	id=g:873455
Saratovka	id=g:873456
Ozerki	id=g:873458
Mokraya	id=g:873459
Sokolka	id=g:873460
Les Lokhovskaya Dacha	id=g:873461
Les Gremyachinskaya Dacha	id=g:873462
Sokurka	id=g:873463
Gora Kudeyarova	id=g:873464
Burlovino	id=g:873465
Gora Serkova	id=g:873466
Aleksandrovskoye Vodokhranilishche	id=g:873467
Gudoshnikovo	id=g:873468
Antipovka	id=g:873469
Prigorodnyy	id=g:873470
Prud Tatarskiy	id=g:873471
Mirnyy	id=g:873472
Vorob’yëvka	id=g:873473
Urochishche Mordovo Vtoroye	id=g:873474
Kazachka	id=g:873475
Komsomol’skiy	id=g:873476
Ovrag Berëzovyy	id=g:873477
Ozero Bab’ye	id=g:873478
Ostanovochnyy Punkt 84 km	id=g:873479
Ostanovochnyy Punkt 76 km	id=g:873480
Tavolozhka	id=g:873481
Stantsiya Podsnezhnaya	id=g:873482
Skat	id=g:873483
Nazhim	id=g:873484
Beloyarskiy	id=g:873485
Ostanovochnyy Punkt 97 km	id=g:873486
Merkulovskiy	id=g:873487
Ostanovochnyy Punkt 100 km	id=g:873488
Malaya Medveditsa	id=g:873489
Urochishche Sukhodol’skoye	id=g:873490
Les Mingavil’	id=g:873491
Les Chërnyy	id=g:873492
Tauza	id=g:873493
Dmitriyevka	id=g:873494
Tochka	id=g:873495
Belogor’ye	id=g:873496
Bol’shaya Chernavka	id=g:873497
Les Vol’nitsa	id=g:873498
Butyrki	id=g:873499
Panovka	id=g:873500
Urochishche Lipovka	id=g:873501
Ozero Mokhovoye	id=g:873502
Lipovka	id=g:873503
Vladimirskiy	id=g:873504
Les Dubrava	id=g:873505
Rodnik Kholodnyy	id=g:873506
Urochishche Sosna	id=g:873507
Klyuchëvka	id=g:873508
Chechuyka	id=g:873509
Chechora	id=g:873510
Yelshanka	id=g:873511
Chumayevka	id=g:873512
Sulyayevka	id=g:873513
Vershinka	id=g:873514
Gora Mailikhokh	id=g:873517
Kolyshleyka	id=g:873530
Uzinskoye	id=g:873537
Malaya Bagreyevka	id=g:873538
Lapshovo	id=g:873541
Pasechnoye	id=g:873543
Yango-Prya	id=g:873546
Rango-Lis’ma	id=g:873547
Lesnoy	id=g:873548
Vezhnyan’ga	id=g:873561
Urleyka	id=g:873563
Verkhnezimka	id=g:873565
Ivanovka	id=g:873566
Tersa	id=g:873569
Piksanka	id=g:873570
Armiyevka	id=g:873573
Chemileyka	id=g:873574
Lesouchastok Saksay	id=g:873582
Gora Suvanyaktash	id=g:873583
Tal-Kuskarovo	id=g:873584
Idyash-Kuskarovo	id=g:873585
Gora Buaurtash	id=g:873586
Burele	id=g:873587
Kizil	id=g:873588
Gora Kuzguntash	id=g:873589
Ferma Sovkhoza Suvanyakskiy	id=g:873590
Daryvdy	id=g:873591
Ozero Yalangaskul’	id=g:873592
Gora Sagyltau	id=g:873593
Khrebet Ulugurtau	id=g:873594
Karasaz	id=g:873595
Karayelga	id=g:873596
Gora Ziyarattau	id=g:873597
Gora Daryvdytau	id=g:873598
Bol’shoy Kazmash	id=g:873599
Malyy Kazmash	id=g:873600
Argaydy	id=g:873601
Karayelga	id=g:873602
Idyash	id=g:873603
Abzelilovskiy Zagotskot	id=g:873604
Gora Ulutau	id=g:873605
Yangi-Aul	id=g:873606
Ozero Sukhoye	id=g:873607
Tashtuy	id=g:873608
Priural’skiy	id=g:873609
Pervomayskiy	id=g:873610
Gora Urguyan	id=g:873611
Gora Turpay	id=g:873612
Gora Atavdysagyl	id=g:873613
Uzyak	id=g:873614
Ozero Ulyandy	id=g:873615
Ozero Sukhoye	id=g:873616
Ostanovochnyy Punkt 63 km	id=g:873617
Gora Suissagyl	id=g:873618
Urochishche Lebyazh’ye Ozero	id=g:873619
Novoyangel’ka	id=g:873620
Al’mukhamedovo	id=g:873621
Khrebet Kuryatmas	id=g:873622
Kazarma 35 km	id=g:873623
Kazarma 41 km	id=g:873624
Kazarma 52 km	id=g:873625
Gora Kagatash	id=g:873631
Katarysh	id=g:873639
Saranga	id=g:873643
Khrebet Surtandy	id=g:873648
Khrebet Bol’shaya Kraka	id=g:873650
Bol’shaya Sargaya	id=g:873651
Stantsiya Sermenevo	id=g:873653
Khrebet Mayardak	id=g:873665
Gora Yandyk	id=g:873667
Malyy Syuryunzyak	id=g:873673
Gora Kamertash	id=g:873677
Kadysh	id=g:873678
Khrebet Akbiik	id=g:873679
Kordon Krutoy Log	id=g:873680
Taymanishty	id=g:873684
Kuryak	id=g:873688
Malaya Maygashta	id=g:873692
Maygashta	id=g:873693
Bol’shaya Ryaz’	id=g:873694
Gora Arvyakryaz’	id=g:873695
Arvyak	id=g:873696
Pugachëvskiy Kar’yer	id=g:873697
Ostanovochnyy Punkt 157 km	id=g:873699
Stantsiya Beloretsk	id=g:873700
Ostanovochnyy Punkt 103 km	id=g:873702
Chernovka	id=g:873703
Ostanovochnyy Punkt 101 km	id=g:873704
Ukshuk	id=g:873705
Nizhnyaya Yatva	id=g:873709
Gora Utkal’tash	id=g:873710
Uluyelga	id=g:873711
Davletbika	id=g:873713
Malyye Nayazdy	id=g:873714
Gora Ablyay	id=g:873715
Gora Karatash	id=g:873716
Gora Bol’shiye Kutyrdy	id=g:873717
Kutyrdy	id=g:873718
Yakay	id=g:873719
Gora Tumsatash	id=g:873720
Gora Vishnëvaya	id=g:873721
Ukshuk Levyy	id=g:873722
Stantsiya Ukshuk	id=g:873723
Gora Shershiltau	id=g:873726
Gora Kusertau	id=g:873728
Musak	id=g:873729
Gora Kusimova	id=g:873730
Urdy	id=g:873734
Kud’augady	id=g:873742
Gora Kurtashtau	id=g:873744
Stantsiya Ural-Tau	id=g:873746
Karagayly	id=g:873749
Stantsiya Kosmakty	id=g:873751
Gora Sunmubltau	id=g:873754
Shekar’yelga	id=g:873767
Gora Kushay	id=g:873768
Khrebet Karan’yalyk	id=g:873769
Karak	id=g:873770
Khrebet Tashtykuryatmas	id=g:873771
Abzelilovo	id=g:873772
Stantsiya Murakayevo	id=g:873773
Gora Yazhantau	id=g:873774
Stantsiya Novoabzakovo	id=g:873775
Karaguzhino	id=g:873776
Gora Akbura	id=g:873777
Gora Akkhel’	id=g:873778
Khrebet Kurkak	id=g:873779
Gora Kurkak	id=g:873780
Stantsiya Tashbulatovo	id=g:873781
Ozero Maloye Ulyandy	id=g:873782
Gora Eleget	id=g:873783
Gora Karatau	id=g:873784
Khrebet Kutantau	id=g:873785
Kly	id=g:873786
Ostanovochnyy Punkt 29 km	id=g:873787
Ostanovochnyy Punkt 25 km	id=g:873788
Stantsiya Krasnaya Bashkiriya	id=g:873789
Stantsiya Smelovskaya	id=g:873790
Khrebet Kalaktau	id=g:873791
Khrebet Uzunkyr	id=g:873792
Gora Kirsa	id=g:873793
Stantsiya Supryak	id=g:873794
Stantsiya Tsementnyy Zavod	id=g:873795
Tsementnyy	id=g:873796
Raduzhnyy	id=g:873797
Ivano-Teremets	id=g:873798
Ivanovskoye	id=g:873799
Lovtsovo	id=g:873800
Fomino	id=g:873801
Kharino	id=g:873802
Maloye Ivanovskoye	id=g:873803
Avdulovo Vtoroye	id=g:873804
Krasnyy Kotel’shchik	id=g:873805
Zaprudnyy	id=g:873806
Goskonyushnya	id=g:873807
Utënkovo	id=g:873808
Dzamarashdon	id=g:873809
Urochishche Karmadon	id=g:873810
Gora Bongashtetsup	id=g:873811
Chirkino	id=g:873812
Gora Gachik	id=g:873813
Gora Bongashbadan	id=g:873814
Fominka	id=g:873815
Krasnaya Zarya	id=g:873816
Yurasovo	id=g:873817
Novomar’inka	id=g:873818
Novomaykovo	id=g:873819
Yan’shino	id=g:873820
Stantsiya Yaganovo	id=g:873821
Ostanovochnyy Punkt Lyutik	id=g:873822
Ostanovochnyy Punkt Shubatovo	id=g:873823
Ostanovochnyy Punkt Lesnyye Dary	id=g:873824
Ostanovochnyy Punkt Shkin’	id=g:873825
Gora Dziri	id=g:873826
Tsariitdon	id=g:873827
Zarechnyy	id=g:873828
Dvoriki	id=g:873829
Lesnoy	id=g:873830
Grishino	id=g:873831
Raduzhnyy	id=g:873832
Novoye	id=g:873833
Dubrovo	id=g:873834
Biorki	id=g:873835
Pervomayskiy	id=g:873836
Novosëlki	id=g:873837
Rybnoye Khozyaystvo Osenka	id=g:873838
Skripino	id=g:873839
Katunino	id=g:873840
Ostanovochnyy Punkt Tsemgigant	id=g:873841
Ostanovochnyy Punkt Ratchino	id=g:873842
Stantsiya Shifernaya	id=g:873843
Ostanovochnyy Punkt Osenka	id=g:873844
Ostanovochnyy Punkt Sychovo	id=g:873845
Stantsiya Lopatino	id=g:873846
Mezenka	id=g:873847
Stantsiya Shchurovo	id=g:873848
Ostanovochnyy Punkt Khoroshevo	id=g:873849
Stantsiya Peski	id=g:873850
Ostanovochnyy Punkt Konëv Bor	id=g:873851
Ostanovochnyy Punkt Perochi	id=g:873852
Vtoraya Pyatiletka	id=g:873853
Ostanovochnyy Punkt 332 km	id=g:873854
Ostanovochnyy Punkt Lystsovskaya	id=g:873855
Kolodkino	id=g:873856
Petrovskoye	id=g:873857
Kholudenevo	id=g:873858
Pershino	id=g:873859
Beloye Ozero	id=g:873860
Stantsiya Faustovo	id=g:873861
Vertyachëvo	id=g:873862
Ostanovochnyy Punkt Konobeyevo	id=g:873863
Stantsiya Vinogradovo	id=g:873864
Ostanovochnyy Punkt Zolotovo	id=g:873865
Gidrouzel Faustovo	id=g:873866
Ignatovo	id=g:873867
Isayevskaya	id=g:873868
Lunëvo	id=g:873869
Vishnëvaya	id=g:873870
Muravlëvo	id=g:873871
Stantsiya Khorlovo	id=g:873872
Anfalovo	id=g:873873
Vasyutino	id=g:873874
Shuklino	id=g:873875
Potapovskoye	id=g:873876
Stantsiya Berendino	id=g:873877
Sof’ino	id=g:873878
Stantsiya Murino	id=g:873879
Stantsiya Parnas	id=g:873880
Stantsiya Pargolovo	id=g:873881
Torfyanoye	id=g:873882
Ostrov Bychiy	id=g:873883
Chërnaya Rechka	id=g:873884
Ostrov Zayachiy	id=g:873885
Lapka	id=g:873888
Staraya Rechka	id=g:873889
Narvan	id=g:873890
Ostrov Turukhtannyy	id=g:873891
Dudergofskiy Kanal	id=g:873892
Ostrov Krivaya Damba	id=g:873893
Yekateringofskiy Basseyn	id=g:873894
Bol’shoy Basseyn	id=g:873895
Ostrov Damba Grebënka	id=g:873896
Morskoy Kanal	id=g:873897
Park Yekateringof	id=g:873898
Izoplit	id=g:873899
Smolenskoye	id=g:873900
Obukhovo	id=g:873901
Murzinka	id=g:873902
Urochishche Kiskino	id=g:873903
Ostanovochnyy Punkt Ul’yanka	id=g:873904
Urochishche Gongozi	id=g:873905
Urochishche Tolmachi	id=g:873906
Podgorelovo	id=g:873907
Urochishche Gallerovo	id=g:873908
Gora Skon	id=g:873944
Gora Gestonrag	id=g:873945
Arkhonskiy Rudnik	id=g:873946
Posëlok Geologov	id=g:873947
Kakhtisar	id=g:873948
Pereval Batayrag	id=g:873949
Khrebet Khasavdrag	id=g:873950
Khrebet Bakhty-Laparyrag	id=g:873951
Gora Tbaukhokh	id=g:873952
Gizel’	id=g:873953
Yuzhnyy	id=g:873954
Dachnoye	id=g:873955
Gora Sachalkhan	id=g:873956
Gizel’donskaya Gidroelektrostantsiya	id=g:873957
Gora Verkhniy Taguzbarz	id=g:873958
Gora Dzharlam	id=g:873959
Khrebet Karyngiduk	id=g:873960
Gora Gaykomd	id=g:873961
Razvaliny Leymi	id=g:873962
Gora Ushkort	id=g:873963
Gora Pane	id=g:873964
Gora Leymaylam	id=g:873965
Alagir	id=g:873966
Sindzikau	id=g:873967
Gora Basmata	id=g:873968
Pansionat Ursdon	id=g:873969
Stepnoy	id=g:873970
Bekan	id=g:873971
Kardzhin	id=g:873972
Kardzhin	id=g:873973
Druzhba	id=g:873974
Kamgaron	id=g:873975
Kantyshevo	id=g:873976
Sel’khoztekhnika	id=g:873977
Ostanovochnyy Punkt Sadon	id=g:873978
Mastidon	id=g:873979
Solënaya	id=g:873980
Prokhod El’khotovskiye Vorota	id=g:873981
Belaya	id=g:873982
Bol’shoy Dur-Dur	id=g:873983
Arkhonka	id=g:873984
Targaydon	id=g:873985
Nevol’ka	id=g:873986
Armidon	id=g:873987
Tëplaya	id=g:873988
Astaudon	id=g:873989
Ursdon	id=g:873990
Internatsional’nyy	id=g:873991
Gozbarovskaya	id=g:873992
Opytnoye	id=g:873993
Dzhulat	id=g:873994
Shikuley	id=g:873995
Sovkhoz Prokhladnenskiy	id=g:873996
Ul’yanovskoye	id=g:873997
Rostovanovskoye Vodokhranilishche	id=g:873998
Mirnyy	id=g:873999
Gora Urushevy	id=g:874000
Gora Arik-Paptsa	id=g:874001
Kurgan Brat’ya Sokolovskiye	id=g:874002
Tel’man	id=g:874003
Novobaltiyskiy	id=g:874004
Goragorskiy	id=g:874005
Aki-Yurt	id=g:874006
Stantsiya Novaya	id=g:874007
Krasnaya Gorka	id=g:874008
Yuzhnoye	id=g:874009
Vezhariy-Yurt	id=g:874010
Uchastok Imeni Chapayeva	id=g:874011
Uchastok Imeni Lermontova	id=g:874012
Uchastok Zapadnyy	id=g:874013
Uchastok Imeni Sheripova	id=g:874014
Uchastok Pobeda	id=g:874015
Nazarinskaya Lesozashchitnaya Stantsiya	id=g:874016
Urochishche Semënov Kurgan	id=g:874017
Sovetskiy	id=g:874018
Kondratenko	id=g:874019
Kurgan Yevseyev	id=g:874020
Kalininskiy	id=g:874021
Druzhba	id=g:874022
Komarovo	id=g:874023
Osetinskiy	id=g:874024
El’khotovskiy Kanal	id=g:874025
Tambovskiy Kanal	id=g:874026
Akveduk	id=g:874027
Pervyy Kizlyarskiy Kanal	id=g:874028
Achaluk	id=g:874029
Kurgan Alkhatsev	id=g:874030
Nizhniy Biragzang	id=g:874031
Tsalikovo	id=g:874032
Krasnyy Khod	id=g:874033
Galashki	id=g:874034
Sadovyy	id=g:874035
Pavlikha	id=g:874036
Psy·arisha	id=g:874037
Psynashkho	id=g:874038
Granichnoye	id=g:874039
Malyy Terek	id=g:874040
Gvardeyskoye	id=g:874041
Mayskiy	id=g:874042
Oktyabr’skoye	id=g:874043
Razdol'ye	id=g:874044
Staryy Malgobek	id=g:874045
Malyy Malgobek	id=g:874046
Gora Yefrem	id=g:874370
Sukhaya Balka	id=g:874371
Rechukha Lapteva	id=g:874372
Stariki	id=g:874373
Sidorkin	id=g:874374
Yermolovka	id=g:874376
Medoveyevka	id=g:874377
Gora Sapun	id=g:874378
Gora Pikhtovaya	id=g:874379
Gora Podkova	id=g:874380
Galion Pervyy	id=g:874381
Galion Tretiy	id=g:874382
Galion Vtoroy	id=g:874383
Devich’i Slëzy	id=g:874384
Gora Kukerdu	id=g:874385
Urochishche Cherkesskiye Sakli	id=g:874386
Baza Otdykha Medvezhiy Ugol	id=g:874387
Baza Otdykha Orbity	id=g:874388
Baza Otdykha Gornaya Rechka	id=g:874389
Medoveyevka	id=g:874390
Kepsha	id=g:874391
Khrebet Iyegosh	id=g:874392
Gora Kurgan Vtoroy	id=g:874393
Vodopad	id=g:874394
Gora Krasnaya Skala	id=g:874395
Pikhtinka	id=g:874398
Glubokiy Yar	id=g:874402
Gora Vysokaya	id=g:874403
Kesha	id=g:874405
Akhtsu	id=g:874409
Sanatoriy Yuzhnoye Vzmor’ye	id=g:874411
Dan’kov Yerik	id=g:874435
Gora Sakharnaya Golovka	id=g:874439
Urochishche Nikonorova Shapka	id=g:874440
Urochishche Yevdokimov Balagan	id=g:874441
Urochishche Iyegosh	id=g:874442
Urochishche Raspisnyye Chinary	id=g:874443
Urochishche Chërnyye Skaly	id=g:874444
Urochishche Chabanskiy Most	id=g:874445
Rybnyy	id=g:874446
Urochishche Grecheskiy Balagan	id=g:874447
Gruzinka	id=g:874448
Monashka Pervaya	id=g:874449
Monashka Vtoraya	id=g:874450
Gora Zëlenaya	id=g:874451
Gora Chmakhara	id=g:874562
Gora Sancharo	id=g:874563
Ozero Sancharo	id=g:874564
Madenka	id=g:874566
Pereval Allashtrakhu	id=g:874574
Gora Verkhnyaya Gribza	id=g:874601
Urochishche Magana	id=g:874602
Azimba	id=g:874609
Magana	id=g:874613
Ozero Tsegerker	id=g:874614
Tsegerker	id=g:874615
Gora Dzichekish	id=g:874616
Vesëloye	id=g:874636
Chokhtsutsyr	id=g:874638
Stantsiya Izvestiya	id=g:874662
Malaya Kherota	id=g:874663
Bol’shaya Kherota	id=g:874664
Goryachëv	id=g:874684
Gryaznaya	id=g:874691
Ozero Kardyvan	id=g:874742
Imeretinka	id=g:874743
Kordon Zakan	id=g:874744
Zakan	id=g:874745
Tkachikha	id=g:874746
Rododendronovaya Balka	id=g:874747
Gora Progonnaya	id=g:874748
Pereval Luganskiy	id=g:874749
Ozero Lugan	id=g:874750
Lednik Damkhurts	id=g:874751
Yukha	id=g:874752
Khrebet Yukha	id=g:874753
Lednik Tsakhvoa	id=g:874754
Bezymyanka	id=g:874755
Gora Chelipsi	id=g:874756
Lednik Chelipsi	id=g:874757
Khrebet Chelipsi	id=g:874758
Gora Yukha	id=g:874760
Ozero Damkhurts	id=g:874768
Chasovaya	id=g:874769
Urochishche Aishkha Tretaya	id=g:874770
Urochishche Aishkha Chetvërtaya	id=g:874771
Tikhaya	id=g:874772
Beshenka	id=g:874773
Urochishche Mzymta	id=g:874774
Gora Shepsi	id=g:874775
Urochishche Bzych	id=g:874776
Bzych	id=g:874777
Urochishche Uglovaya Agepsta	id=g:874778
Urochishche Yashko	id=g:874779
Damkhurts	id=g:874780
Bezymyanka	id=g:874781
Malaya Adzhara	id=g:874782
Bol’shaya Adzhara	id=g:874783
Pereval Damkhurts	id=g:874784
Ozero Alous	id=g:874790
Pereval Alous	id=g:874791
Khrebet Malyye Balkany	id=g:874792
Sosnovaya Balka	id=g:874793
Urochishche Umpyr	id=g:874794
Gora Sergeyev Gay	id=g:874795
Khrebet Sergeyev Gay	id=g:874796
Sosnovaya Balka	id=g:874797
Gora Markopidzh	id=g:874798
Kamenistaya	id=g:874799
Aziatskaya Balka	id=g:874800
Polyana Aziatskaya	id=g:874801
Polyana Aerodromnaya	id=g:874802
Urochishche Zubrovyy Park	id=g:874803
Gora Kocherga	id=g:874804
Ozero Achipsta	id=g:874805
Rastayka	id=g:874806
Kocherga	id=g:874807
Khrebet Lugan	id=g:874808
Teterevinaya Balka	id=g:874810
Pereval Magisho	id=g:874811
Khrebet Dzhentu	id=g:874812
Urochishche Sukhaya Balka	id=g:874813
Bol’shoy Blyb	id=g:874814
Gora Magisho	id=g:874815
Urochishche Belaya Glina	id=g:874816
Urochishche Chërnaya Skala	id=g:874817
Bezymyanka	id=g:874818
Sosnovaya	id=g:874823
Urochishche Atskhazetu	id=g:874826
Gora Chistogan	id=g:874827
Urochishche Polyana Karapyr	id=g:874828
Kordon Karapyr	id=g:874829
Karapyrka	id=g:874830
Dvukhozërnaya	id=g:874832
Malyy Blyb	id=g:874833
Balka Solënaya	id=g:874834
Urochishche Solënoye	id=g:874835
Skala Belaya	id=g:874836
Most Verkhniy Solenovskiy	id=g:874837
Urochishche Nizhniy Solenovskiy Most	id=g:874838
Skala Kamennyy Stog	id=g:874839
Balka Kukushkina	id=g:874840
Bakhmutka	id=g:874841
Gora Semikolenka	id=g:874842
Urochishche Semikolenkoye	id=g:874843
Balka Karavicheva	id=g:874844
Tochenaya	id=g:874845
Urochishche Pirogi	id=g:874846
Zolotoy Klyuch	id=g:874847
Pravoye Rozhkao	id=g:874848
Levoye Rozhkao	id=g:874849
Ptsitser	id=g:874850
Dzhentu	id=g:874851
Peshchera Yuzhnyy Slon	id=g:874852
Ptsitserka	id=g:874853
Narzanka	id=g:874854
Gora Nakhshir	id=g:874855
Dolgaya	id=g:874861
Urochishche Engel’manovskaya Polyana	id=g:874862
Urochishche Aishkha Vtoraya	id=g:874863
Gora Aishkha	id=g:874864
Pslukh	id=g:874865
Urochishche Grushevaya Polyana	id=g:874866
Pslushënok	id=g:874867
Skala Korolëvaya	id=g:874871
